id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,clasificacion
novem-gold,nnn,Novem Gold Token,https://coin-images.coingecko.com/coins/images/11852/large/nnn.png?1696511722,120.4,24980106.0,1021.0,24980106.0,147006.0,122.3,119.81,-1.4132884984161933,-1.16023,-285483.7013044916,-1.12993,207359.0772071621,207359.0772071621,,669.65,-82.01126,2023-11-25T02:29:51.991Z,0.00129991,9266854.62323,2022-04-03T12:19:59.799Z,,2025-05-05T00:45:37.915Z,rwa
lumia,lumia,Lumia,https://coin-images.coingecko.com/coins/images/50867/large/lumia.jpg?1729321993,0.292911,22059838.0,1086.0,69978388.0,5529694.0,0.293172,0.27159,0.01067973,3.78403,805864.0,3.79159,75306824.97,238888888.0,238888888.0,2.49,-88.27439,2024-12-04T21:01:25.444Z,0.23894,22.40631,2025-04-17T22:16:44.882Z,,2025-05-05T00:45:35.908Z,rwa
dimitra,dmtr,Dimitra,https://coin-images.coingecko.com/coins/images/18530/large/HqEiru32_400x400.jpg?1696518010,0.02232989,21663586.0,1097.0,21663586.0,159885.0,0.02355775,0.02221369,-0.001177557575807193,-5.0093,-1164612.7197957076,-5.10164,971071677.3884498,971071677.3884498,1000000000.0,5.95,-99.62496,2021-09-22T20:38:15.892Z,0.00269344,728.27049,2022-12-16T23:43:15.929Z,,2025-05-05T00:45:37.497Z,rwa
lto-network,lto,LTO Network,https://coin-images.coingecko.com/coins/images/6068/large/lto.png?1696506473,0.04598962,20115614.0,1130.0,20116416.0,1824036.0,0.04798358,0.04511813,-0.001696919497103891,-3.55849,-718269.562532112,-3.4476,437914890.3300573,437932350.3285723,500000000.0,0.901021,-94.8988,2021-04-07T02:52:57.824Z,0.01589931,189.08732,2019-01-29T00:00:00.000Z,"{'times': 0.5329874921240544, 'currency': 'usd', 'percentage': 53.29874921240543}",2025-05-05T00:45:34.329Z,rwa
redbelly-network-token,rbnt,Redbelly Network,https://coin-images.coingecko.com/coins/images/34372/large/RBNT.jpg?1704728914,0.0193514,19745217.0,1140.0,193603311.0,213305.0,0.02012399,0.01932751,-0.000594313892560077,-2.97966,-597014.5253242776,-2.93485,1019880129.0,10000000000.0,10000000000.0,0.483622,-96.00359,2024-12-26T06:20:29.049Z,0.01788449,8.06858,2025-04-30T17:00:13.689Z,,2025-05-05T00:45:31.866Z,rwa
strikecoin,strx,StrikeX,https://coin-images.coingecko.com/coins/images/15839/large/StrikeX-Icon-200px.png?1696515456,0.02163436,18317429.0,1176.0,19185448.0,5983.49,0.02205216,0.02148566,-0.000149045393536114,-0.68422,-125688.38189610839,-0.68149,846689463.46449,886812043.0,1000000000.0,0.332212,-93.4879,2021-11-22T18:51:17.895Z,2.651e-05,81508.00021,2021-11-22T06:39:24.500Z,,2025-05-05T00:45:34.587Z,rwa
imo,imo,IMO,https://coin-images.coingecko.com/coins/images/14831/large/IMO_logo_rond_200.png?1729798616,1.64,18309357.0,1177.0,30381744.0,182602.0,1.65,1.63,0.00678414,0.41569,73623.0,0.40373,11172422.99999999,18539029.0,20000000.0,4.15,-60.5379,2024-12-05T18:22:58.338Z,0.00998532,16313.62632,2024-02-04T09:16:54.267Z,,2025-05-05T00:45:37.910Z,rwa
realio-network,rio,Realio Network Token,https://coin-images.coingecko.com/coins/images/12206/large/Rio.png?1696512042,0.241424,17066240.0,1215.0,17066448.0,1606577.0,0.256291,0.234925,-0.0123594248382419,-4.87007,-904142.1630073637,-5.03129,70678934.31966564,70679793.80725391,175000000.0,5.12,-95.27995,2020-09-16T15:46:05.481Z,0.01342772,1700.11838,2022-10-13T13:20:38.597Z,,2025-05-05T00:45:30.959Z,rwa
gold-dao,goldao,Gold DAO,https://coin-images.coingecko.com/coins/images/37649/large/Gold_DAO.png?1729576894,0.02366683,16769129.0,1224.0,23521831.0,4740.69,0.02369775,0.0224203,0.00114994,5.107,813335.0,5.09743,708593428.1532198,993934428.1432197,1000000000.0,0.087434,-72.95103,2024-11-24T08:02:40.525Z,0.01322844,78.78048,2025-03-29T11:57:34.707Z,,2025-05-05T00:45:29.503Z,rwa
boson-protocol,boson,Boson Protocol,https://coin-images.coingecko.com/coins/images/14710/large/boson_logo.png?1696514381,0.110679,16506680.0,1237.0,22151852.0,1032724.0,0.112051,0.107461,0.0003124,0.28306,70409.0,0.42838,149032056.4901309,200000000.0,200000000.0,5.36,-97.93386,2021-04-09T23:39:01.049Z,0.089191,24.09467,2025-04-07T07:25:23.881Z,,2025-05-05T00:45:32.551Z,rwa
elixir-finance,elx,Elixir,https://coin-images.coingecko.com/coins/images/30711/large/ELX_logo_%281%29.png?1741217569,0.102181,16317487.0,1240.0,102201996.0,10898800.0,0.104389,0.099041,-0.000612928786146841,-0.59627,-108399.12846198305,-0.65993,159659181.0,1000000000.0,1000000000.0,0.73515,-86.0978,2025-03-11T07:16:22.214Z,0.082927,23.2427,2025-04-17T14:31:30.994Z,,2025-05-05T00:45:30.675Z,rwa
propchain,propc,Propchain,https://coin-images.coingecko.com/coins/images/30451/large/prop_%281%29.png?1702322253,0.54656,14829584.0,1295.0,34853030.0,64439.0,0.57813,0.546512,-0.0315679392851449,-5.46037,-850474.815695107,-5.42393,27130604.08735095,63763336.999999404,100000000.0,5.38,-89.83881,2024-03-27T22:14:41.084Z,0.42363,29.0278,2025-03-11T02:31:07.192Z,,2025-05-05T00:45:31.075Z,rwa
opulous,opul,Opulous,https://coin-images.coingecko.com/coins/images/16548/large/opulous.PNG?1696516110,0.0261496,13075836.0,1367.0,13075836.0,402072.0,0.02792177,0.02599672,-0.001586575281705742,-5.72024,-792249.0565669853,-5.71275,500000000.0,500000000.0,500000000.0,7.56,-99.65367,2021-11-18T00:19:31.249Z,0.02463176,6.26574,2025-04-07T07:02:02.609Z,,2025-05-05T00:45:30.378Z,rwa
propbase,props,Propbase,https://coin-images.coingecko.com/coins/images/32932/large/PROP_BASE_%286%29.png?1699870054,0.03164742,12771325.0,1380.0,37976784.0,2770569.0,0.03193362,0.03082012,0.00034333,1.09676,133403.0,1.05558,403551553.5002622,1200000000.0,1200000000.0,0.266874,-88.14326,2024-04-05T01:21:56.673Z,0.01499962,110.95602,2023-12-11T18:28:40.730Z,,2025-05-05T00:45:35.368Z,rwa
truflation,truf,TRUF.Network,https://coin-images.coingecko.com/coins/images/36642/large/03_TRUF.Network_Primary_Blue_Icon_Token.png?1745596606,0.03967489,12332372.0,1399.0,39672122.0,269769.0,0.04120268,0.03913858,-0.000859406732372517,-2.1202,-268740.2829716634,-2.13267,310857388.0,1000000000.0,1000000000.0,0.906597,-95.59591,2024-04-15T03:30:16.681Z,0.01131792,252.77996,2025-03-11T01:31:51.401Z,,2025-05-05T00:45:35.863Z,rwa
brickken,bkn,Brickken,https://coin-images.coingecko.com/coins/images/18474/large/brickken-coin.png?1696517960,0.168666,12045057.0,1415.0,24119396.0,839026.0,0.172017,0.163955,-0.003339644461472308,-1.94159,-238424.15923372842,-1.94101,71413193.84298503,143000000.0,143000000.0,1.39,-87.84284,2024-03-28T14:50:50.563Z,0.069916,141.24295,2023-08-28T02:20:49.625Z,,2025-05-05T00:45:34.838Z,rwa
the-doge-nft,dog,Own The Doge,https://coin-images.coingecko.com/coins/images/18111/large/Doge.png?1696517615,0.00088698,11856203.0,1424.0,15032991.0,29482.0,0.00090075,0.00087905,-5.132049255201e-06,-0.57527,-79189.31711124256,-0.66348,13383642638.17619,16969696969.0,16969696969.0,0.04176505,-97.87891,2021-09-03T21:53:06.169Z,2e-07,442838.1446,2023-08-11T12:46:26.366Z,,2025-05-05T00:45:31.845Z,rwa
comtech-gold,cgo,Comtech Gold,https://coin-images.coingecko.com/coins/images/25682/large/CGO_200x200.png?1696524810,104.29,11367935.0,1457.0,11367935.0,1210569.0,104.46,103.7,0.331222,0.3186,31159.0,0.27485,109000.0,109000.0,,112.27,-7.10286,2025-04-22T03:50:30.759Z,51.61,102.0623,2022-09-27T01:34:53.587Z,,2025-05-05T00:45:29.707Z,rwa
palm-economy,palm,Palm Economy,https://coin-images.coingecko.com/coins/images/55256/large/PALM_Token_Vector.png?1745037772,0.00225531,11138399.0,1469.0,112763368.0,78489.0,0.00235023,0.00213485,0.00010998,5.12653,906398.0,8.85847,4938837338.346021,50000000000.0,50000000000.0,0.00235671,-4.66227,2025-04-29T00:26:43.682Z,0.00124633,80.27645,2025-04-21T21:41:24.766Z,,2025-05-05T00:45:36.905Z,rwa
open-ticketing-ecosystem,opn,OPEN Ticketing Ecosystem,https://coin-images.coingecko.com/coins/images/36612/large/TOKEN.png?1711975511,0.00047889,10980232.0,1475.0,10980232.0,21978.0,0.0004926,0.00044227,1.673e-05,3.62095,400085.0,3.78147,22926928000.0,22926928000.0,22926928000.0,0.00552837,-91.31829,2024-04-02T03:58:53.080Z,0.00036239,32.44292,2025-03-18T16:13:50.046Z,,2025-05-05T00:45:32.601Z,rwa
allianceblock-nexera,nxra,Nexera,https://coin-images.coingecko.com/coins/images/29181/large/nxra.png?1712255778,0.0112882,10571705.0,1498.0,22532890.0,29575.0,0.01139512,0.01078901,0.00032167,2.93318,281422.0,2.73483,938335442.0,2000000000.0,2000000000.0,0.286244,-96.05539,2024-03-26T12:42:11.439Z,0.00855342,32.00819,2025-04-07T07:56:23.899Z,,2025-05-05T00:45:29.551Z,rwa
collaterize,collat,Collaterize,https://coin-images.coingecko.com/coins/images/54178/large/Collaterize_Logo_200px.png?1738587819,0.01052857,10527168.0,1501.0,10527168.0,3009870.0,0.01140808,0.01025536,-0.000167495768019074,-1.56596,-171236.29960591905,-1.60058,999961255.342377,999961255.342377,999973317.89,0.04173701,-74.79336,2025-03-01T22:11:00.520Z,0.00125128,740.77768,2025-02-10T02:26:24.584Z,,2025-05-05T00:45:36.643Z,rwa
hathor,htr,Hathor,https://coin-images.coingecko.com/coins/images/12718/large/hathor_logo.png?1696512519,0.02228348,10306489.0,1514.0,19374693.0,320777.0,0.02407167,0.02226037,-0.001760483701093718,-7.32194,-813773.890186537,-7.31794,462517041.27,869464480.0,,2.45,-99.08896,2021-11-21T21:40:31.646Z,0.01711103,30.70226,2025-04-07T07:17:41.731Z,,2025-05-05T00:45:34.559Z,rwa
soil,soil,Soil,https://coin-images.coingecko.com/coins/images/32050/large/SOIL_sygnet_dark_blue.png?1696530847,0.28471,9931235.0,1531.0,28482227.0,120251.0,0.307048,0.28184,-0.01571349351677742,-5.23044,-515547.41526106186,-4.93499,34868182.2877943,100000000.0,100000000.0,3.97,-92.83445,2024-03-28T21:54:06.813Z,0.095669,197.5998,2023-10-11T14:00:26.130Z,,2025-05-05T00:45:36.998Z,rwa
tgold,txau,tGOLD,https://coin-images.coingecko.com/coins/images/27828/large/tGOLD_token_2D.jpg?1696526846,101.72,9500391.0,1560.0,9500391.0,1329.98,,,,,,,93398.5,93398.5,,361.25,-71.84257,2024-09-05T17:20:25.139Z,20.0,408.59442,2023-06-03T15:01:53.611Z,,2025-04-29T10:53:50.908Z,rwa
dovu-2,dovu,DOVU,https://coin-images.coingecko.com/coins/images/31930/large/Dovu_Icon_Black_%281%29.png?1696530738,0.00089045,8838102.0,1595.0,8885670.0,97362.0,0.00096613,0.00087608,-5.2693118487098e-05,-5.58696,-525123.0360804945,-5.60836,9946466699.0,10000000000.0,10000000000.0,0.00539174,-83.48488,2024-02-27T15:24:57.934Z,0.00020891,326.24129,2023-12-22T22:39:34.728Z,,2025-05-05T00:45:34.525Z,rwa
hamilton-lane-senior-credit-opportunities-securitize-fund,hlscope,Hamilton Lane Senior Credit Opportunities Securitize Fund,https://coin-images.coingecko.com/coins/images/54810/large/Scope.png?1741801488,1166.03,8580574.0,1615.0,8580574.0,0.0,1167.1,1163.79,-0.10326965571630353,-0.00886,-1680.0205382667482,-0.01958,7359.370637,7359.370637,,1167.45,-0.09468,2025-05-02T22:00:07.669Z,1152.33,1.21568,2025-03-25T14:10:06.409Z,,2025-05-05T00:45:02.073Z,rwa
polytrade,trade,Polytrade,https://coin-images.coingecko.com/coins/images/16416/large/Logo_colored_200.png?1696516012,0.185368,7756052.0,1665.0,18536809.0,69148.0,0.189256,0.183489,-0.003193039765962774,-1.69337,-133592.4162602974,-1.69326,41841355.0,100000000.0,,3.03,-93.93854,2024-04-01T09:09:58.768Z,0.051084,260.0894,2022-07-03T19:48:00.852Z,,2025-05-05T00:45:30.090Z,rwa
lingo,lingo,Lingo,https://coin-images.coingecko.com/coins/images/52647/large/Lingo_200x200.png?1733914947,0.051944,7640217.0,1678.0,7640348.0,272821.0,0.053927,0.051989,-0.001720553362095187,-3.20615,-230823.71968259383,-2.93257,146899017.1605563,146901525.2721864,1000000000.0,0.686987,-92.40594,2024-12-16T20:21:03.314Z,0.04332096,20.42713,2025-04-07T08:16:00.551Z,,2025-05-05T00:45:35.569Z,rwa
moon-app,app,RWAX,https://coin-images.coingecko.com/coins/images/34492/large/rwax-token.png?1730443514,0.00615544,7426360.0,1691.0,18414140.0,1959585.0,0.00752965,0.00491766,0.00123441,25.08451,1482102.0,24.93334,1208082673.850233,2995518993.36,3000000000.0,0.05037,-87.82107,2024-01-17T16:15:02.574Z,0.00195599,213.62892,2024-11-08T03:29:52.112Z,,2025-05-05T00:45:33.565Z,rwa
vivi-coin,vivi,VIVI COIN,https://coin-images.coingecko.com/coins/images/54496/large/IMG_5957.jpeg?1740030846,0.00668054,7196858.0,1709.0,13459186.0,82516.0,0.00695866,0.00656684,-0.000240941856257853,-3.48107,-236216.53916279692,-3.17791,1069416182.720751,1999966082.720751,2000000000.0,0.02535599,-73.41762,2025-02-21T00:00:24.126Z,0.00656684,2.64038,2025-05-04T20:26:36.601Z,,2025-05-05T00:45:36.542Z,rwa
dextf,dextf,Memento,https://coin-images.coingecko.com/coins/images/12634/large/Logo_DEXTF_avatar_gradientFG_transparentBG.png?1741774960,0.105028,6911580.0,1734.0,10502766.0,207348.0,0.114288,0.098254,0.00272752,2.66619,179490.0,2.66619,65807235.4955907,100000000.0,100000000.0,3.98,-97.36385,2021-02-20T20:48:32.070Z,0.00130007,7978.04282,2023-01-10T03:32:39.174Z,,2025-05-05T00:45:34.961Z,rwa
defichain,dfi,DeFiChain,https://coin-images.coingecko.com/coins/images/11757/large/symbol-defi-blockchain_200.png?1696511638,0.00781457,6883172.0,1739.0,9377675.0,70374.0,0.00824378,0.00755684,0.00024257,3.20351,214891.0,3.22259,880794674.6198876,1200000000.0,,5.61,-99.86077,2021-12-06T03:05:01.038Z,0.00421356,85.4759,2025-04-21T18:31:30.813Z,,2025-05-05T00:45:31.512Z,rwa
blocksquare,bst,Blocksquare,https://coin-images.coingecko.com/coins/images/23924/large/XpkkqPVR_400x400.jpg?1696523122,0.114969,6835175.0,1747.0,6835175.0,221853.0,0.116244,0.114711,-0.000697755768096192,-0.60325,-36512.48526912648,-0.53135,59409339.52000488,59409339.52000488,100000000.0,0.932666,-87.66416,2024-03-28T08:51:19.617Z,0.04689763,145.32627,2022-06-19T05:47:21.981Z,,2025-05-05T00:45:37.482Z,rwa
welf,welf,WELF,https://coin-images.coingecko.com/coins/images/52927/large/Untitled-1-02_%285%29.png?1736306981,0.854096,6514333.0,1770.0,42703968.0,55028.0,0.887144,0.850158,-0.01891184084730957,-2.16628,-144243.7088641934,-2.16628,7627163.850879885,49999000.0,50000000.0,4.99,-82.88525,2024-12-23T00:16:14.621Z,0.416248,105.01131,2025-04-06T18:08:57.726Z,,2025-05-05T00:45:36.021Z,rwa
cryptoautos,autos,CryptoAutos,https://coin-images.coingecko.com/coins/images/51565/large/CryptoAutos_Token_Logo.png?1733134431,0.01147955,5972458.0,1820.0,11483049.0,204275.0,0.0136264,0.01110864,-0.000657954029322646,-5.42084,-340387.3680097442,-5.39198,520110804.0,1000000000.0,1000000000.0,0.07346,-84.34955,2025-01-06T11:55:36.379Z,0.0078683,46.11632,2025-04-20T15:30:33.749Z,,2025-05-05T00:45:35.360Z,rwa
canto,canto,CANTO,https://coin-images.coingecko.com/coins/images/26959/large/canto-network.png?1696526014,0.00935837,5694376.0,1847.0,9358582.0,197820.0,0.00974899,0.00934356,-0.000118254726246702,-1.24786,-71822.78839127254,-1.24558,608465729.906479,1000000000.0,,0.764501,-98.77586,2023-02-07T18:11:01.341Z,0.00666008,40.51753,2025-04-06T21:15:46.649Z,,2025-05-05T00:45:30.444Z,rwa
swarm-markets,smt,Swarm Markets,https://coin-images.coingecko.com/coins/images/17488/large/swarm-SMT-token-symbol_200x200.png?1696517029,0.068735,5673345.0,1848.0,10862079.0,73325.0,0.079068,0.068612,-0.009106849856070728,-11.69919,-773649.4263227088,-12.00016,82545900.2312267,158040819.26501,250000000.0,1.32,-94.80399,2024-03-26T10:14:47.702Z,0.0,6.0841884773735025e+35,2021-10-18T09:24:45.723Z,,2025-05-05T00:45:31.628Z,rwa
credefi,credi,Credefi,https://coin-images.coingecko.com/coins/images/21396/large/e1QbZ4qQ_400x400.jpg?1696520760,0.00729677,5460625.0,1878.0,6919566.0,114074.0,0.00777331,0.00713481,-0.000451875857872536,-5.83167,-347567.827397787,-5.9841,748573880.0,948573880.0,948573880.0,0.317732,-97.70414,2021-12-09T10:09:31.116Z,0.00083536,773.23754,2023-01-07T20:52:24.409Z,,2025-05-05T00:45:31.331Z,rwa
empowa,emp,Empowa,https://coin-images.coingecko.com/coins/images/25086/large/Empowa-Token.png?1696524237,0.02772334,5419874.0,1885.0,5544669.0,51.11,,,,,,,195498586.546,200000000.0,200000000.0,0.229463,-87.91814,2023-12-14T00:18:25.446Z,0.02157955,28.47047,2025-03-21T11:20:37.908Z,,2025-05-02T08:48:16.289Z,rwa
agridex-governance-token,agri,AgriDex,https://coin-images.coingecko.com/coins/images/52004/large/agridexdarklogo.png?1733640368,0.03303665,5311586.0,1903.0,33036650.0,583010.0,0.03419666,0.03284681,-0.001041745059412506,-3.05691,-168312.34114597086,-3.07145,160778594.479512,1000000000.0,1000000000.0,0.176146,-81.26291,2024-12-13T22:41:30.724Z,0.03284681,0.48075,2025-05-04T15:46:24.749Z,,2025-05-05T00:45:36.545Z,rwa
digitalbits,xdb,XDB CHAIN,https://coin-images.coingecko.com/coins/images/8089/large/XDB_CHAIN_LOGO.jpeg?1702723430,0.00030625,5223646.0,1918.0,5746928.0,53419.0,0.00031731,0.00030539,-9.582891763051e-06,-3.03419,-182895.08410531655,-3.38285,17057062634.0,18765762572.0,20000000000.0,0.850722,-99.96401,2021-11-21T17:05:47.713Z,0.00021539,42.16411,2024-11-03T21:41:25.264Z,,2025-05-05T00:45:34.031Z,rwa
klima-dao,klima,KlimaDAO,https://coin-images.coingecko.com/coins/images/19169/large/Klima-Token.png?1696518618,0.264462,4963425.0,1950.0,4963425.0,4554.74,0.265333,0.261392,0.00267087,1.02023,6260.47,0.12629,18935613.08723507,18935613.08723507,,3777.3,-99.99306,2021-10-24T04:15:42.792Z,0.261392,0.27903,2025-05-04T08:12:49.270Z,,2025-05-05T00:44:55.292Z,rwa
maple,mpl,Maple,https://coin-images.coingecko.com/coins/images/14097/large/Maple_Logo_Mark_Maple_Orange.png?1696513819,2.51,4386373.0,2032.0,25092387.0,6680.92,2.7,2.02,-0.15169112237821603,-5.70068,-242521.08175498433,-5.23929,1748089.3424412443,10000000.0,10000000.0,68.2,-96.32093,2022-04-10T13:21:44.274Z,2.02,24.3173,2025-05-04T19:42:20.645Z,,2025-05-05T00:43:31.704Z,rwa
rwa-inc,rwa,RWA Inc.,https://coin-images.coingecko.com/coins/images/50975/large/logo_%281%29.png?1732594737,0.01447714,4294821.0,2041.0,14408982.0,102626.0,0.01518654,0.01443828,-0.000589759990894513,-3.91427,-165318.76014568564,-3.70658,296688434.46597016,995379802.1182364,1000000000.0,0.140609,-89.51902,2024-12-04T14:05:52.806Z,0.01038943,41.84785,2025-04-07T13:49:57.500Z,,2025-05-05T00:44:55.981Z,rwa
regen,regen,Regen,https://coin-images.coingecko.com/coins/images/16733/large/REGEN.png?1696516306,0.02489328,3693699.0,2175.0,3693699.0,12250.7,0.02575145,0.01281652,0.0120767,94.22711,1792309.0,94.26313,148354422.875587,148354422.875587,,5.07,-99.50943,2021-09-13T16:23:42.428Z,0.00559539,344.78642,2025-04-22T19:41:18.819Z,,2025-05-05T00:45:32.763Z,rwa
neurai,xna,Neurai,https://coin-images.coingecko.com/coins/images/30975/large/neurai-logo1.1_200px.png?1696529814,0.00024278,3616841.0,2196.0,3616921.0,43995.0,0.00025809,0.00023825,-1.4785564513184e-05,-5.74047,-203647.19452926144,-5.3304,14851510612.89472,14851838615.0528,21000000000.0,0.00736823,-96.69482,2023-11-27T01:44:52.492Z,0.00020098,21.17513,2025-04-08T19:45:05.900Z,,2025-05-05T00:45:22.430Z,rwa
landshare,land,Landshare,https://coin-images.coingecko.com/coins/images/17507/large/Landshare.png?1696517046,0.595808,3485888.0,2231.0,3496320.0,180107.0,0.61394,0.593884,-0.0167094095076199,-2.72799,-77327.89607794164,-2.17017,5822275.789720739,5839699.498441477,10000000.0,12.19,-95.11392,2021-11-11T13:36:04.206Z,0.419953,41.79948,2023-10-14T22:01:05.912Z,,2025-05-05T00:44:44.871Z,rwa
dtravel,trvl,Dtravel,https://coin-images.coingecko.com/coins/images/20911/large/trvl.jpeg?1696520301,0.00755142,3087429.0,2338.0,7552173.0,137662.0,0.00765016,0.00752994,-7.6105096770398e-05,-0.99777,-30284.228361533023,-0.97136,408813337.6962187,1000000000.0,,1.56,-99.51578,2021-11-28T06:37:48.030Z,0.00512174,47.45332,2025-04-17T03:31:21.836Z,,2025-05-05T00:45:17.286Z,rwa
unisocks,socks,Unisocks,https://coin-images.coingecko.com/coins/images/10717/large/qFrcoiM.png?1696510685,10030.31,2998991.0,2361.0,2998991.0,24.46,10160.69,9921.37,-26.90665654561235,-0.26754,-8044.898137821816,-0.26754,298.992857926618,298.992857926618,298.992857926618,198759.0,-94.95306,2021-08-09T18:02:29.009Z,0.00023136,4335740755.74456,2024-04-26T15:39:04.624Z,,2025-05-05T00:43:58.749Z,rwa
mey-network,mey,Mey Network,https://coin-images.coingecko.com/coins/images/52249/large/logo_mey_200.png?1732828172,0.03098149,2702909.0,2456.0,71257423.0,153698.0,0.03148773,0.03050558,0.00020862,0.67794,12268.56,0.45597,87242697.7,2300000000.0,2300000000.0,0.49165,-93.73507,2024-12-12T19:35:54.357Z,0.02767905,11.28091,2024-11-28T21:32:53.183Z,,2025-05-05T00:44:27.571Z,rwa
defactor,factr,Defactor,https://coin-images.coingecko.com/coins/images/19201/large/Defactor-FACTR-Ticker.jpg?1741314228,0.02168656,2637061.0,2473.0,6506814.0,50406.0,0.02196951,0.02144821,3.843e-05,0.17754,7797.27,0.29656,121583061.0,300000000.0,300000000.0,0.889581,-97.56184,2021-11-14T16:08:59.497Z,0.00022167,9684.62886,2022-11-01T00:35:45.570Z,,2025-05-05T00:45:25.972Z,rwa
vnx-gold,vnxau,VNX Gold,https://coin-images.coingecko.com/coins/images/28019/large/VNX_Token_logo_%283%29.png?1696527035,104.09,2617784.0,2478.0,2617784.0,28676.0,104.49,103.5,0.273421,0.26337,11997.59,0.46042,25100.0,25100.0,,116.41,-10.58114,2025-04-14T13:04:19.925Z,51.65,101.52064,2022-11-03T13:02:40.930Z,,2025-05-05T00:44:11.370Z,rwa
leox,leox,LEOX,https://coin-images.coingecko.com/coins/images/29980/large/LEOX-LOGO-BLACK-2.jpg?1696528905,0.050575,2562830.0,2503.0,2562830.0,3094.26,0.051422,0.050474,-0.000633954969529629,-1.23797,-32122.441243893467,-1.23788,50673440.0,50673440.0,150000000.0,1.93,-97.38335,2024-03-29T05:15:07.236Z,0.03875496,30.50049,2025-04-07T07:16:02.129Z,,2025-05-05T00:45:32.952Z,rwa
aura-network,aura,Aura Network,https://coin-images.coingecko.com/coins/images/25768/large/Aura-Icon.png?1745292404,0.00637704,2525115.0,2520.0,6376710.0,77217.0,0.00647513,0.00630955,-7.2305931375652e-05,-1.12114,-35348.91030952055,-1.38057,395990330.370394,1000000000.0,1000000000.0,0.197293,-96.76789,2022-08-09T08:36:05.658Z,0.00601642,5.98886,2025-04-26T14:09:50.374Z,,2025-05-05T00:45:20.905Z,rwa
neoxa,neox,Neoxa,https://coin-images.coingecko.com/coins/images/26417/large/Logo-Round_%281%29.png?1696525493,0.00032109,2463311.0,2546.0,2466069.0,32510.0,0.0003591,0.00031755,-2.6427395770286e-05,-7.60472,-202746.05714058504,-7.60472,7671813708.127388,7680403708.127388,21000000000.0,0.02486785,-98.70883,2022-09-04T21:07:17.529Z,0.00016982,89.0761,2025-04-06T22:17:35.015Z,,2025-05-05T00:43:33.289Z,rwa
carnomaly,carr,Carnomaly,https://coin-images.coingecko.com/coins/images/14403/large/tcjOTKE3_400x400.png?1696514096,0.00130841,2289711.0,2618.0,2289711.0,9898.87,0.0013799,0.00118083,0.00012483,10.54691,218446.0,10.54652,1750000000.0,1750000000.0,1750000000.0,1.013,-99.87089,2021-03-19T12:59:34.288Z,0.00010689,1124.0714,2023-08-22T07:01:08.096Z,,2025-05-05T00:45:16.485Z,rwa
stobox-token,stbu,Stobox Token,https://coin-images.coingecko.com/coins/images/12637/large/123456826.png?1696512445,0.01621621,2200817.0,2653.0,2445352.0,86448.0,0.0168236,0.01602103,-0.000517608062741433,-3.09319,-50603.56596390903,-2.24763,135000000.0,150000000.0,150000000.0,0.449805,-96.37738,2021-03-16T18:54:51.858Z,0.00045058,3516.37778,2022-01-22T19:02:54.391Z,,2025-05-05T00:45:15.257Z,rwa
international-stable-currency,isc,International Stable Currency,https://coin-images.coingecko.com/coins/images/31087/large/coin_flat.png?1696529920,1.9,2117680.0,2693.0,2117680.0,1550.76,1.91,1.88,0.00903268,0.47849,10084.78,0.4785,1116469.475919,1116469.475919,,2.04,-7.09444,2025-04-23T09:31:35.579Z,1.53,23.8093,2023-10-05T00:00:00.000Z,,2025-05-05T00:44:52.994Z,rwa
rev,rev,REV,https://coin-images.coingecko.com/coins/images/53415/large/Frame_%288%29.png?1736334190,0.00569319,1992615.0,2745.0,1992615.0,1.95,,,,,,,350000000.0,350000000.0,350000000.0,0.01265119,-54.99882,2025-01-08T15:06:24.629Z,0.00560875,1.50545,2025-04-06T23:24:39.338Z,,2025-04-06T23:38:31.235Z,rwa
xend-finance,rwa,Xend Finance,https://coin-images.coingecko.com/coins/images/14496/large/WeChat_Image_20210325163206.png?1696514181,0.01458094,1990769.0,2748.0,2916188.0,22531.0,0.01483805,0.01451437,-0.000125786796563653,-0.8553,-17181.653827983886,-0.85568,136532270.0,200000000.0,,3.0,-99.51411,2021-03-28T07:16:54.324Z,0.00055582,2523.0207,2024-02-07T19:55:49.145Z,,2025-05-05T00:44:39.492Z,rwa
landx-governance-token,lndx,LandX Governance Token,https://coin-images.coingecko.com/coins/images/33565/large/LNDX-200.png?1702445947,0.139982,1828928.0,2832.0,9529535.0,306245.0,0.143982,0.137099,-0.001479241137446241,-1.04569,-19281.000300350133,-1.04323,13061384.169765,68055670.198633,80000000.0,3.58,-96.09681,2024-03-28T04:34:45.118Z,0.120485,16.08119,2025-02-03T05:02:12.023Z,,2025-05-05T00:45:23.275Z,rwa
kinka,xnk,Kinka,https://coin-images.coingecko.com/coins/images/36217/large/kinka_logomark.png?1710838184,3246.07,1564605.0,2988.0,1564605.0,88345.0,3249.88,3240.96,3.44,0.10611,1643.81,0.10517,482.0,482.0,,4846.93,-33.02786,2025-01-01T14:05:10.457Z,221.86,1363.14081,2024-11-11T18:24:24.526Z,,2025-05-05T00:43:26.295Z,rwa
